asset_id,total_energy,average_power,average_temperature,average_humidity,average_pressure,average_vibration,total_faults,health_score,risk_level
ASSET000001,741.7759473402255,7.4177594734022545,25.3011,55.0128,996.7687,1.6288,0,91.55,Low
ASSET000002,971.1899999999999,9.7119,27.905700000000003,58.1677,1005.6947,1.7309082211283806,1,86.44,Low
ASSET000003,696.4469724784589,6.964469724784589,27.637233200331224,64.6421,1001.8864,1.2532506778509442,2,87.1,Low
ASSET000004,811.46,8.114600000000001,32.0654,62.455299999999994,996.7975,1.8577000000000001,0,83.65,Low
ASSET000005,738.95,7.389500000000001,25.047732092991215,46.754799999999996,1012.3658,1.3171000000000002,0,93.37,Low
ASSET000006,1150.113234865266,11.501132348652659,33.22061275512679,57.8657,1013.8580000000001,1.2937,0,85.31,Low
ASSET000007,947.0581027478905,9.470581027478906,32.493,61.313500000000005,995.0289,1.2128102594367112,1,84.44,Low
ASSET000008,1139.24,11.3924,30.96536789096211,52.8854,1008.7527,2.303,0,82.52,Low
ASSET000009,763.2356554443508,7.632356554443508,24.392,47.677600000000005,996.648,2.103500248423696,4,82.09,Low
ASSET000010,1011.2855884660189,10.112855884660188,28.527399999999997,47.223,997.3866,1.8175688215107884,1,85.38,Low
ASSET000011,950.2426477943491,9.50242647794349,26.857916733946567,56.5533,1012.0247,1.687055443489619,2,85.71,Low
ASSET000012,666.97,6.669700000000001,30.324099999999998,62.9335,1009.8789999999999,1.4872999999999998,0,87.24,Low
ASSET000013,972.43,9.7243,29.239934882964334,57.8279,1010.1266,1.3169,0,89.18,Low
ASSET000014,678.13,6.7813,28.999525060681812,62.2504,1003.8515,1.6269999999999998,0,87.87,Low
ASSET000015,839.52,8.395199999999999,25.6483,63.1678,1004.5385000000001,2.157827304360712,4,80.56,Low
ASSET000016,774.64,7.7463999999999995,27.8031712978761,49.059799999999996,1008.7024,1.0004,0,92.19,Low
ASSET000017,1031.3081473852826,10.313081473852826,25.168162288790313,49.9071,1008.9622,1.7684,0,90.99,Low
ASSET000018,730.28,7.3027999999999995,24.2154,52.3872,1002.8134,1.1300955178193763,1,93.13,Low
ASSET000019,722.0127188670085,7.2201271886700855,24.76099549300925,56.869099999999996,996.808,1.9041199858937232,1,88.72,Low
ASSET000020,675.0952413879522,6.7509524138795225,26.3846,59.5255,1010.7499,1.0566503313698423,0,93.33,Low
ASSET000021,930.6899999999999,9.306899999999999,31.5768,62.970200000000006,995.5638,1.8005000000000002,0,84.42,Low
ASSET000022,947.1432333688606,9.471432333688606,25.173299999999998,47.167,1014.4075,1.8537769933466788,1,88.56,Low
ASSET000023,820.5713878361976,8.205713878361976,29.12043917242248,56.226499999999994,1010.0405000000001,1.1790858617890698,1,87.98,Low
ASSET000024,1010.6487110940546,10.106487110940547,31.3305,49.0753,1013.0722000000001,1.7284866778959675,2,81.03,Low
ASSET000025,726.3716959620955,7.263716959620955,28.863559277170953,59.7701,1014.962,1.3890427303762525,1,87.19,Low
ASSET000026,721.8323788363434,7.218323788363434,30.47,64.3656,1003.1510000000001,1.8300647371060481,3,79.38,Medium
ASSET000027,961.78,9.617799999999999,30.527800000000003,56.4658,1004.6623,1.9650530304605258,1,82.65,Low
ASSET000028,899.37,8.9937,31.077495568240643,63.4485,1000.0977,1.871521002494594,2,80.56,Low
ASSET000029,858.027392590069,8.58027392590069,26.066989730016218,54.5581,1002.9886,1.6780000000000002,0,90.54,Low
ASSET000030,946.1189328656612,9.461189328656612,25.022231962974438,64.8342,1004.8649,1.319172158131592,1,91.38,Low
ASSET000031,780.73,7.807300000000001,28.9723,60.9561,1001.1029,1.3503,0,89.28,Low
ASSET000032,727.72,7.277200000000001,27.25980393839774,51.187799999999996,1003.939,1.392459847582174,1,88.78,Low
ASSET000033,829.89,8.2989,30.787547699929064,50.3212,1007.2341,2.065,0,83.89,Low
ASSET000034,851.46,8.5146,26.03467121392081,55.9921,995.1321,1.2400137133416522,1,90.77,Low
ASSET000035,869.34,8.6934,24.99661610482663,50.98479999999999,1004.6917,1.6343,0,91.83,Low
ASSET000036,895.98,8.9598,28.657198950084286,64.596,996.7932,1.7364,0,87.66,Low
ASSET000037,933.2010218794314,9.332010218794315,31.8646,53.4623,1012.3136999999999,2.1734483591850777,2,78.27,Medium
ASSET000038,1048.29,10.482899999999999,24.9473,50.4036,995.5588,1.5407,0,92.35,Low
ASSET000039,886.7554335530959,8.86755433553096,26.2525,52.015,1010.8366000000001,1.8124243359250267,1,87.69,Low
ASSET000040,668.8773686157243,6.688773686157243,30.474646702277017,50.2926,1006.7339,1.0929,0,89.06,Low
ASSET000041,985.344697117086,9.85344697117086,25.263652445837394,52.7509,1003.8883999999999,1.1913218492078037,2,89.78,Low
ASSET000042,709.93,7.0992999999999995,26.230930432033993,50.902,1000.5544,1.6051794936106263,1,88.74,Low
ASSET000043,698.2673234996987,6.982673234996987,30.9941,63.0001,1007.8221000000001,1.1536,0,88.24,Low
ASSET000044,646.17,6.4616999999999996,29.93563782425833,47.776,1003.3044,1.8965,5,75.58,Medium
ASSET000045,890.61,8.9061,31.003219648728482,59.864799999999995,1003.19,1.2589360118329391,1,85.7,Low
ASSET000046,898.3199999999999,8.9832,26.73681718326728,58.2816,998.1386,1.8528762444780151,2,85.0,Low
ASSET000047,822.12,8.2212,30.6923,55.906499999999994,1001.8737,1.4703351601353603,1,84.96,Low
ASSET000048,808.6481022459277,8.086481022459276,24.678800000000003,62.9816,1003.2236,1.4743426703275242,1,90.95,Low
ASSET000049,651.13,6.5113,29.1828,52.306599999999996,1003.4906,1.5655000000000001,0,87.99,Low
ASSET000050,686.3078613487322,6.863078613487322,26.399,58.7993,1002.5235,1.9007999999999998,0,89.1,Low
ASSET000051,780.07,7.800700000000001,27.3592,61.7113,1010.0049,1.5433000000000001,0,89.92,Low
ASSET000052,676.27,6.7627,23.897314991243288,53.9883,1004.3995,1.8580387700703787,2,87.81,Low
ASSET000053,867.5605854464407,8.675605854464406,26.996,57.0721,1011.7707,1.2071031775854204,0,91.97,Low
ASSET000054,643.1847964412751,6.431847964412751,27.5525,52.3628,996.0258,1.1688758418858787,1,89.6,Low
ASSET000055,954.721690163204,9.54721690163204,26.07822754591044,48.314099999999996,996.8138,2.0466049342657424,14,60.69,Medium
ASSET000056,942.9565362646691,9.429565362646692,27.818589958545473,64.9584,1000.5373,2.0946592547007468,32,22.71,High
ASSET000057,1024.3838421636406,10.243838421636406,26.5464,60.157399999999996,1007.7036999999999,2.027288180502356,1,86.32,Low
ASSET000058,891.3688375891686,8.913688375891686,28.8638477000077,57.2334,997.3723,1.8837875382862819,1,84.72,Low
ASSET000059,708.6903716791032,7.086903716791032,27.663400000000003,53.092299999999994,1003.4231,1.8761,0,87.96,Low
ASSET000060,711.35,7.1135,23.795,54.8091,1000.1610000000001,1.0960227114325922,1,93.72,Low
ASSET000061,1101.59,11.015899999999998,29.2751,63.202799999999996,1013.2531999999999,2.1177,0,85.14,Low
ASSET000062,1087.81,10.8781,31.1369,63.715,1003.6469000000001,2.100442043764497,0,83.36,Low
ASSET000063,960.62,9.6062,29.9536,58.8604,1003.1636,1.0606581922436797,0,89.74,Low
ASSET000064,796.42,7.9642,30.945500000000003,49.0835,998.2105,2.1112,22,39.5,High
ASSET000065,914.7565380670585,9.147565380670585,28.714299999999998,58.2425,1008.2408,1.9435999999999998,0,86.57,Low
ASSET000066,917.11,9.171100000000001,26.295,57.6353,1008.115,1.4974268708452343,3,85.22,Low
ASSET000067,874.2,8.742,24.526376898455933,63.5366,1010.6993000000001,2.0829298643489933,1,88.06,Low
ASSET000068,853.87,8.5387,30.7958,49.5166,1009.7222999999999,1.9598,5,74.41,Medium
ASSET000069,872.02,8.7202,26.140565074678804,54.2528,1013.4481999999999,2.2599,0,87.56,Low
ASSET000070,836.1217506092872,8.361217506092872,29.43651016514894,55.29859999999999,1003.0722000000001,1.9744448721072911,1,83.69,Low
ASSET000071,778.72,7.7872,25.122,58.4705,1005.8213000000001,1.1883,0,93.94,Low
ASSET000072,856.3344073658005,8.563344073658005,28.1734,61.212799999999994,996.7133,1.7249213026010832,1,86.2,Low
ASSET000073,735.1159899128177,7.351159899128176,27.871199999999998,62.0725,995.2136,1.8466999999999998,0,87.9,Low
ASSET000074,952.7441548964455,9.527441548964454,25.19038050520157,55.5105,1008.8488000000001,2.151357552882256,1,87.05,Low
ASSET000075,811.49,8.1149,24.4549,57.3476,1000.0225999999999,1.1281,0,94.9,Low
ASSET000076,709.819742470215,7.098197424702151,31.113630715470826,45.882600000000004,1011.6817,1.8177135762736665,1,82.8,Low
ASSET000077,735.4475535591048,7.354475535591048,27.378291172557237,55.906099999999995,998.5063,2.1345989052085232,1,84.95,Low
ASSET000078,946.7743618717292,9.467743618717291,27.5672,56.5427,1014.9861999999999,2.0910914151033007,3,80.98,Low
ASSET000079,804.68,8.0468,28.881999999999998,53.85979999999999,1011.4821000000001,1.7325415797491093,1,85.46,Low
ASSET000080,685.8369996176575,6.858369996176575,28.723855482467233,45.0613,1003.197,1.6671,0,87.94,Low
ASSET000081,664.92,6.6491999999999996,31.453000000000003,52.4797,1007.3859,1.5708499266084959,1,83.69,Low
ASSET000082,903.2570411437422,9.032570411437423,24.000739694170807,58.303000000000004,1010.3667999999999,1.912905217191903,1,89.43,Low
ASSET000083,848.78,8.4878,29.722399999999997,56.9554,999.102,1.9698025512483723,1,83.43,Low
ASSET000084,864.3216175794558,8.643216175794558,27.8994,53.1843,1010.0192999999999,1.5066,0,89.57,Low
ASSET000085,690.9399999999999,6.9094,26.3934,59.2609,1002.3088,1.709391825511783,1,88.06,Low
ASSET000086,709.4279836445284,7.094279836445284,28.7546697856444,45.496,1008.1855,1.3709,0,89.39,Low
ASSET000087,965.0646947305206,9.650646947305207,26.51281883621607,45.073100000000004,998.7094999999999,1.6371817232654786,2,86.3,Low
ASSET000088,784.1648906405602,7.841648906405602,25.999200000000002,62.9394,995.4552,1.892891902785555,1,87.54,Low
ASSET000089,914.9499999999999,9.1495,31.6967,52.6478,1001.0183999999999,1.7982,0,84.31,Low
ASSET000090,808.9100236319425,8.089100236319425,31.7977,59.0924,1006.5173,1.8614061580718362,1,81.9,Low
ASSET000091,838.01,8.3801,31.264499999999998,62.52439999999999,1004.2382000000001,1.1799,0,87.84,Low
ASSET000092,779.85,7.798500000000001,28.6496,61.842200000000005,996.6052999999999,2.1547,0,85.58,Low
ASSET000093,803.9,8.039,29.109099999999998,46.5257,1011.8797,2.095,0,85.42,Low
ASSET000094,1089.6829784617173,10.896829784617173,31.03239900432077,47.1597,995.9775,2.0555000000000003,0,83.69,Low
ASSET000095,794.9441191675794,7.949441191675794,25.470399999999998,60.4742,1007.8397,1.9067103162711843,2,86.0,Low
ASSET000096,708.45,7.0845,28.391160213834777,59.8874,997.9691,1.35243576590374,2,85.85,Low
ASSET000097,957.43,9.5743,27.645544849178382,58.7314,1007.627,1.4105533726216921,2,86.3,Low
ASSET000098,1040.17,10.4017,30.5871,56.968999999999994,1006.7022000000001,2.05511159331614,1,82.14,Low
ASSET000099,735.9955105472944,7.359955105472944,27.307032497692866,60.2926,1000.6632000000001,1.9815,0,87.79,Low
ASSET000100,994.13,9.9413,27.7679,51.5305,1003.1996,1.8377000000000001,0,88.04,Low
ASSET000101,999.2587044657208,9.992587044657208,24.008537607877937,60.929899999999996,1004.7904,1.6310987332160929,5,82.84,Low
ASSET000102,873.3999845187568,8.733999845187569,28.383416228092283,54.3983,1002.6469000000001,1.7299,0,87.97,Low
ASSET000103,858.28,8.582799999999999,31.3342,49.5756,998.1703,1.1735007903648513,1,85.8,Low
ASSET000104,906.062194755903,9.06062194755903,30.7031,46.74979999999999,998.3533,2.1401,0,83.6,Low
ASSET000105,819.726497101408,8.19726497101408,26.047600000000003,52.8314,1013.6034,1.896,0,89.47,Low
ASSET000106,824.3253174695994,8.243253174695994,29.592100000000002,63.4888,996.2177,1.4654149254658477,2,84.08,Low
ASSET000107,1003.31,10.0331,25.443,58.4432,997.2467,1.409078931626981,1,90.51,Low
ASSET000108,729.19,7.291900000000001,27.627328565088874,49.068900000000006,1009.1460000000001,1.1681,0,91.53,Low
ASSET000109,731.0348794383588,7.310348794383588,24.27598179211429,64.9299,1002.0059,1.5812508812504762,1,90.82,Low
ASSET000110,839.95,8.3995,29.463201952724603,63.1377,998.7452000000001,1.7357,0,86.86,Low
ASSET000111,804.72,8.0472,30.93275134742722,51.931599999999996,1013.94,1.4404,0,86.87,Low
ASSET000112,721.3716407252057,7.213716407252057,28.217100000000002,56.8355,1002.6405,2.0774,0,86.4,Low
ASSET000113,739.35,7.3935,30.4364,54.1938,996.1473,1.7671000000000001,0,85.73,Low
ASSET000114,774.1215619317236,7.741215619317236,28.2544,49.4259,1014.0791,1.3647999999999998,0,89.92,Low
ASSET000115,805.2256466724618,8.052256466724618,26.250765286622435,53.895900000000005,1002.4353,1.4032,0,91.73,Low
ASSET000116,1036.9629711653145,10.369629711653145,25.478963850271906,62.212399999999995,1004.0619,2.0301800883669396,1,87.37,Low
ASSET000117,659.58,6.5958000000000006,27.71797424461711,57.4045,995.8202,1.3534011856567414,1,88.52,Low
ASSET000118,728.15,7.281499999999999,29.005300000000002,45.5286,999.2665,1.2398,0,89.8,Low
ASSET000119,693.12,6.9312000000000005,28.7014,60.200500000000005,1013.9300999999999,1.5031999999999999,0,88.78,Low
ASSET000120,753.1698987128715,7.531698987128715,32.2495,58.4072,996.2746000000001,1.6603955796905765,1,82.45,Low
ASSET000121,671.2288587877817,6.712288587877818,26.8275,48.2546,1007.5358,1.7808285744554189,1,87.27,Low
ASSET000122,966.44,9.6644,32.09104647997142,55.51520000000001,998.9338,1.5248,0,85.28,Low
ASSET000123,993.7302345041443,9.937302345041443,31.2864,50.968900000000005,1001.6342999999999,1.8084134867275088,1,82.67,Low
ASSET000124,689.9,6.899,27.669,57.124399999999994,1013.9581,1.7556069214088779,1,86.55,Low
